sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
古亭,臺北市,33,,良好,1.1,0.25,29.2,29.5,13,10,13.4,18.2,4.8,0.8,285,2024-06-01 17:00,,0.3,10.2,18,1,121.529556,25.020608,14
萬華,臺北市,37,,良好,0.3,0.42,24.4,26.4,14,11,17.2,19.1,1.8,1.3,19,2024-06-01 17:00,,0.3,11.5,20,0,121.507972,25.046503,13
中山,臺北市,28,,良好,0.3,0.37,24.5,22.2,14,6,14.7,17.9,3.1,0.8,346,2024-06-01 17:00,,0.4,8.7,18,0,121.526528,25.062361,12
士林,臺北市,36,,良好,0.3,0.18,32.2,29.6,12,11,6.6,7.2,0.5,1.1,335,2024-06-01 17:00,,0.1,11.2,17,0,121.51666356,25.10334003,11
淡水,新北市,30,,良好,0.7,0.25,40.6,32.6,12,5,4.7,4.9,0.2,2.3,20,2024-06-01 17:00,,0.1,5.3,15,1,121.449239,25.1645,10
林口,新北市,30,,良好,0,0.17,40.7,32.4,6,0,4.4,4.6,0.2,1.2,11,2024-06-01 17:00,,0.1,4.5,9,0,121.36548982,25.07798949,9
菜寮,新北市,30,,良好,0.5,0.28,33.2,28.8,11,8,9.9,11.6,1.6,0.8,50,2024-06-01 17:00,,0.2,9.2,15,1,121.481028,25.06895,8
新莊,新北市,29,,良好,0.3,0.22,31,29.7,8,6,9.2,10.6,1.4,1.4,53,2024-06-01 17:00,,0.1,8.9,14,0,121.4325,25.037972,7
板橋,新北市,28,,良好,0.6,0.32,29.6,30.6,15,6,11.9,13.2,1.3,1.8,4,2024-06-01 17:00,,0.2,8.3,19,0,121.458667,25.012972,6
土城,新北市,44,,良好,0.4,0.28,28.7,30.3,19,15,9.2,9.5,0.3,1.4,310,2024-06-01 17:00,,0.2,13.6,23,0,121.451861,24.982528,5
新店,新北市,42,,良好,0.3,0.33,16.4,29.3,17,13,15.4,17.7,2.3,0.3,51,2024-06-01 17:00,,0.2,12.8,20,0,121.537778,24.977222,4
萬里,新北市,32,,良好,0,0.2,54.2,35.4,21,6,3.1,4,0.8,3.3,28,2024-06-01 17:00,,0.1,5.4,20,0,121.689881,25.179667,3
汐止,新北市,36,,良好,0.2,0.25,23.1,25.2,13,13,12,13.8,1.8,1.3,50,2024-06-01 17:00,,0.2,11.1,20,0,121.64081,25.06624,2
基隆,基隆市,28,,良好,0.5,0.19,43.9,30.2,15,6,2.7,3.4,0.6,0.9,73,2024-06-01 17:00,,0.1,6.4,18,0,121.760056,25.129167,1
屏東(枋山),屏東縣,53,懸浮微粒,普通,0,0.07,29.5,31.5,63,11,0.2,0.3,0,3.6,276,2024-06-01 16:00,,0,8.5,53,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,17,,良好,0.6,0.21,11.1,18.9,6,5,7.7,10.7,3,0.3,112,2024-06-01 16:00,,0.2,5,11,0,120.65525382,24.39017512,312
新北(樹林),新北市,47,,良好,0.7,0.46,19.6,16.4,21,12,9.7,10.9,1.1,0.3,332,2024-06-01 16:00,,0.3,14.4,22,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,34,,良好,0.6,0.12,19.5,23.7,14,14,1.1,2.1,0.9,0.6,290,2024-06-01 16:00,,0,10.6,19,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,21,,良好,,0.14,12.7,17.1,20,6,6,9.2,3.2,0.3,179,2024-06-01 16:00,,0.2,6.4,20,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,19,,良好,0.3,0.12,13.8,15.6,13,8,3.5,6.4,2.9,1.2,234,2024-06-01 16:00,,0.1,5.7,15,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,32,,良好,1.6,0.24,11,19.4,19,11,8,12.7,4.6,0.6,82,2024-06-01 16:00,,0.2,9.8,21,1,120.56373,23.96117,201
大城,彰化縣,19,,良好,0.6,0.04,14.7,17.3,18,2,1.2,2.1,0.9,1.3,215,2024-06-01 16:00,,0,4.5,19,1,120.26964167,23.85493056,85
富貴角,新北市,37,,良好,0.2,0.16,61.7,40.6,23,6,0.6,0.7,0,7.2,25,2024-06-01 16:00,,0.1,8.8,22,0,121.53656894,25.29681695,84
麥寮,雲林縣,23,,良好,1,0.13,9.5,16.8,14,10,6,8.5,2.4,1.7,240,2024-06-01 16:00,,0.1,7.2,20,1,120.251825,23.753506,83
關山,臺東縣,27,,良好,0.6,0.12,29.5,29.2,15,7,1.8,2.2,0.3,0.7,212,2024-06-01 16:00,,0.1,3.8,14,0,121.161933,23.045083,80
馬公,澎湖縣,21,,良好,0.7,0.15,29.6,23.1,11,4,5.6,7.2,1.5,3.3,173,2024-06-01 16:00,,0.1,3.7,10,0,119.566158,23.569031,78
金門,金門縣,14,,良好,0.1,0.13,18.9,14.8,9,7,5.8,7.8,2,1.9,118,2024-06-01 16:00,,0.1,4.3,6,0,118.312256,24.432133,77
馬祖,連江縣,80,臭氧八小時,普通,0.5,0.15,66.2,64.2,10,4,1.9,2.4,0.4,2.4,330,2024-06-01 16:00,,0.1,2.9,9,0,119.93149378,26.15188416,75
埔里,南投縣,30,,良好,1.1,0.21,29.6,26.0,19,13,3.1,4.4,1.2,0.4,104,2024-06-01 16:00,,0.1,9.2,21,0,120.967903,23.968842,72
復興,高雄市,22,,良好,0.9,0.13,17.1,16.3,20,6,5.2,7.8,2.6,0.8,267,2024-06-01 16:00,,0.2,6.9,18,2,120.312017,22.608711,71
永和,新北市,39,,良好,1.1,0.57,18,21.2,19,16,18.8,27.2,8.4,1.2,39,2024-06-01 16:00,,0.6,11.9,19,0,121.516306,25.017,70
竹山,南投縣,30,,良好,0.9,0.15,15.5,27.8,20,11,6,7.5,1.5,1.9,11,2024-06-01 16:00,,0.1,9.1,22,0,120.677306,23.756389,69
中壢,桃園市,28,,良好,0,0.48,21.9,17.6,15,4,17.5,36.9,19.3,0.9,18,2024-06-01 16:00,,0.4,8.1,18,1,121.221667,24.953278,68
三重,新北市,47,,良好,1.2,0.83,13.9,13.4,25,9,28.2,68.5,40.2,-,-,2024-06-01 16:00,,0.7,11.2,26,1,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0.5,0.15,28,25.7,16,8,7.2,10.4,3.1,0.7,156,2024-06-01 16:00,,0.2,9.5,25,0,121.792928,24.632203,66
宜蘭,宜蘭縣,29,,良好,1.5,0.21,31.7,31.5,16,8,8.5,9.5,0.9,1.1,80,2024-06-01 16:00,,0.2,7.3,23,1,121.746394,24.747917,65
陽明,臺北市,24,,良好,0.7,0.14,33,26.6,6,0,1.4,2.2,0.8,2.1,10,2024-06-01 16:00,,0.1,3.6,10,0,121.529583,25.182722,64
花蓮,花蓮縣,28,,良好,0.5,0.18,30.6,30.8,,1,3.6,4.1,0.5,1.4,57,2024-06-01 16:00,,0.1,4.2,,0,121.599769,23.971306,63
臺東,臺東縣,30,,良好,0.1,0.15,28.4,32.7,17,10,2.8,4.2,1.4,1.7,40,2024-06-01 16:00,,0.1,5.3,16,0,121.15045,22.755358,62
恆春,屏東縣,23,,良好,0.7,0.07,20.8,25.7,12,5,0.4,1.1,0.7,1.8,292,2024-06-01 16:00,,0,6,13,0,120.788928,21.958069,61
潮州,屏東縣,19,,良好,0.7,0.12,27.2,20.3,21,9,3.4,5.2,1.7,3,265,2024-06-01 16:00,,0,3.7,17,0,120.561175,22.523108,60
屏東,屏東縣,26,,良好,3.2,0.29,30,28.7,24,3,6.5,8.3,1.7,1.5,284,2024-06-01 16:00,,0.2,5.7,23,1,120.488033,22.673081,59
小港,高雄市,30,,良好,1.9,0.11,14.1,15.8,7,8,8.2,12.4,4.2,0.8,220,2024-06-01 16:00,,0.1,9.2,13,2,120.337736,22.565833,58
前鎮,高雄市,17,,良好,1.4,0.14,16.7,16.5,17,7,5.9,9.2,3.3,1,256,2024-06-01 16:00,,0.1,5,17,2,120.30833356,22.6044507,57
前金,高雄市,18,,良好,0.3,0.12,20.7,18.0,17,2,3.3,4.7,1.4,1.9,260,2024-06-01 16:00,,0.1,3.1,18,1,120.28676111,22.63390278,56
左營,高雄市,27,,良好,0.9,0.1,18.6,18.1,12,11,2.9,3.5,0.6,2.1,224,2024-06-01 16:00,,0.2,8.2,16,1,120.292917,22.674861,54
楠梓,高雄市,22,,良好,0.7,0.11,18.6,21,14,5,5.1,6.6,1.5,1,267,2024-06-01 16:00,,0.1,6.7,22,1,120.328289,22.733667,53
林園,高雄市,34,,良好,1.1,0.11,26.9,26.1,36,11,0.1,1.1,0.9,1.6,245,2024-06-01 16:00,,0.1,8.7,34,1,120.41175,22.4795,52
大寮,高雄市,23,,良好,1.4,0.19,19.9,20.4,20,9,4.1,5.4,1.2,1.3,231,2024-06-01 16:00,,0.1,7,19,1,120.425311,22.56413611,51
鳳山,高雄市,18,,良好,0.9,0.31,16,17.1,16,6,8.7,13.6,4.9,0.8,257,2024-06-01 16:00,,0.3,4.3,18,1,120.357422,22.628126,50
仁武,高雄市,23,,良好,0.1,0.13,23.1,22.4,10,5,3.5,5.4,1.8,2.5,278,2024-06-01 16:00,,0.1,7.1,12,0,120.332631,22.689056,49
橋頭,高雄市,20,,良好,0.8,0.08,18.6,20.4,14,8,2.4,4.1,1.6,3.4,246,2024-06-01 16:00,,0.1,6.3,16,1,120.305689,22.757506,48
美濃,高雄市,34,,良好,0.7,0.14,38.4,37.3,21,4,3.4,4.1,0.7,1.6,305,2024-06-01 16:00,,0.1,4.6,21,0,120.530542,22.883583,47
臺南,臺南市,29,,良好,1,0.1,18,19.8,14,6,3.6,5.3,1.6,1.2,224,2024-06-01 16:00,,0.1,8.8,17,1,120.21947897,22.98928311,46
安南,臺南市,31,,良好,0.4,0.13,17.6,20.6,14,9,4,6.5,2.5,2.7,207,2024-06-01 16:00,,0.2,9.5,18,1,120.2175,23.048197,45
善化,臺南市,30,,良好,1.3,0.11,18,26.4,12,11,5.1,7,1.9,1.9,219,2024-06-01 16:00,,0.1,9.3,15,0,120.29740529,23.11337642,44
新營,臺南市,21,,良好,1.1,0.16,15.5,23.6,21,5,4.8,7.2,2.4,1.3,223,2024-06-01 16:00,,0.2,4.3,18,1,120.31725,23.305633,43
嘉義,嘉義市,25,,良好,1.6,0.13,16.9,27.1,16,4,4.5,5.7,1.2,2.7,236,2024-06-01 16:00,,0.1,4.3,18,1,120.44125148,23.46477865,42
臺西,雲林縣,21,,良好,0.7,0.14,12.9,17.8,18,6,5,6.4,1.4,2.4,208,2024-06-01 16:00,,0.1,6.3,21,1,120.19933333,23.702175,41
朴子,嘉義縣,20,,良好,0.8,0.51,10.9,17.2,19,7,7,10.4,3.4,1.5,231,2024-06-01 16:00,,0.2,4,20,1,120.2478,23.46538,40
新港,嘉義縣,31,,良好,1.4,0.11,14.7,23.6,19,8,3.3,5.2,1.9,1.3,240,2024-06-01 16:00,,0.1,9.4,21,1,120.345531,23.554839,39
崙背,雲林縣,28,,良好,0.3,0.1,8.4,16.6,15,8,2.1,3.4,1.3,1.7,77,2024-06-01 16:00,,0.1,8.7,19,0,120.348742,23.757547,38
斗六,雲林縣,28,,良好,1.1,0.13,9.5,24.0,17,11,5.4,8.2,2.8,0.9,19,2024-06-01 16:00,,0.2,8.7,19,1,120.544994,23.711853,37
南投,南投縣,25,,良好,0.4,0.19,10.1,23.3,20,9,10.5,15.1,4.6,0.2,38,2024-06-01 16:00,,0.2,7.7,23,0,120.685306,23.913,36
二林,彰化縣,37,,良好,0.6,0.1,9.8,17.3,18,9,5.6,8.4,2.8,2.3,76,2024-06-01 16:00,,0.1,11.5,24,0,120.409653,23.925175,35
線西,彰化縣,19,,良好,1.8,0.11,17.3,18.9,17,4,4.3,7.7,3.3,1.3,111,2024-06-01 16:00,,0.1,4.2,19,1,120.469061,24.131672,34
彰化,彰化縣,18,,良好,0.7,0.17,13,19.3,17,2,5.4,8.4,3,0.3,236,2024-06-01 16:00,,0.1,4.7,16,0,120.541519,24.066,33
西屯,臺中市,25,,良好,1.3,0.14,12.2,18.2,9,7,7.8,12.4,4.6,0.6,131,2024-06-01 16:00,,0.1,7.6,18,1,120.616917,24.162197,32
忠明,臺中市,17,,良好,0.8,0.19,11.9,17.0,11,3,6.5,9.4,2.8,0.4,218,2024-06-01 16:00,,0.2,4.9,17,1,120.641092,24.151958,31
大里,臺中市,23,,良好,0.9,0.26,11.4,20.9,15,9,10.2,13.7,3.5,0.4,93,2024-06-01 16:00,,0.2,7,15,1,120.67844444,24.09961111,30
沙鹿,臺中市,23,,良好,0.4,0.17,15.8,17.8,8,4,6.1,8.4,2.2,1.1,122,2024-06-01 16:00,,0.2,7.1,17,0,120.568794,24.225628,29
豐原,臺中市,23,,良好,0.8,0.2,12.8,21.9,13,6,7.8,10.7,2.9,1.3,178,2024-06-01 16:00,,0.2,7,15,0,120.74252414,24.25699731,28
三義,苗栗縣,19,,良好,0.8,0.16,8.3,19.3,18,6,5.9,9.8,3.9,1.6,198,2024-06-01 16:00,,0.1,6,13,0,120.75956754,24.38248443,27
苗栗,苗栗縣,23,,良好,0.8,0.11,14.7,25.2,7,9,5.8,8.8,3,1.2,275,2024-06-01 16:00,,0.1,7.2,10,0,120.82011468,24.56499183,26
頭份,苗栗縣,25,,良好,1.3,0.23,33.6,27.8,12,7,8.6,10.3,1.7,2.2,286,2024-06-01 16:00,,0.1,7.5,14,1,120.89869286,24.69690679,25
新竹,新竹市,29,,良好,0,0.24,37.5,31.6,,5,7.3,8.3,1,1.9,299,2024-06-01 16:00,,0.2,6,10,0,120.97236752,24.8056356,24
竹東,新竹縣,31,,良好,0,0.19,22.5,24.3,9,9,7.4,8.4,0.9,1.4,282,2024-06-01 16:00,,0.1,9.6,14,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,0,0.17,41.6,33.5,9,10,2.5,2.5,0,1.8,314,2024-06-01 16:00,,0.1,9.4,12,0,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,0.9,0.19,24.7,25.2,13,7,5.9,7.4,1.5,1.8,264,2024-06-01 16:00,,0.2,8.9,17,0,121.21645772,24.86400048,21
平鎮,桃園市,23,,良好,0.4,0.21,31.5,25.3,16,4,7.4,8.6,1.2,1.6,301,2024-06-01 16:00,,0.2,6.2,17,0,121.203986,24.952786,20
觀音,桃園市,33,,良好,0,0.15,46.1,36.5,13,2,4.5,5.4,0.9,1.6,25,2024-06-01 16:00,,0.1,5.3,11,0,121.08283092,25.03556747,19
大園,桃園市,29,,良好,0.4,0.21,43.8,31.2,15,3,8.3,9.1,0.8,3.7,8,2024-06-01 16:00,,0.1,5.7,16,0,121.20251473,25.06100357,18
桃園,桃園市,28,,良好,0.9,0.2,34.9,26.5,11,6,7.8,9.1,1.2,1.9,318,2024-06-01 16:00,,0.1,8.7,15,1,121.30500531,24.9947107,17
大同,臺北市,36,,良好,0.7,0.48,25.8,21.3,16,7,13,16.8,3.8,-,-,2024-06-01 16:00,,0.6,11.2,19,1,121.51342074,25.06331455,16
松山,臺北市,48,,良好,,0.24,26.6,28.2,18,15,11.5,15.2,3.7,1.5,274,2024-06-01 16:00,,0.3,14.7,22,,121.578611,25.05,15
古亭,臺北市,33,,良好,1.1,0.24,27.1,26.9,14,10,10,12.4,2.4,1.8,321,2024-06-01 16:00,,0.3,10.3,20,1,121.529556,25.020608,14
萬華,臺北市,39,,良好,0.5,0.3,26.3,25.1,19,11,13.2,15.6,2.3,1.8,304,2024-06-01 16:00,,0.3,12,22,0,121.507972,25.046503,13
中山,臺北市,31,,良好,0.5,0.39,22.8,20.9,16,8,15,19.9,4.8,1.2,342,2024-06-01 16:00,,0.4,9.5,20,0,121.526528,25.062361,12
士林,臺北市,36,,良好,0.2,0.16,32.4,27.4,10,8,7.5,8.4,0.9,2.3,336,2024-06-01 16:00,,0.1,11.1,18,1,121.51666356,25.10334003,11
淡水,新北市,27,,良好,0.6,0.21,40,29.6,16,4,3.8,4.2,0.4,4.1,30,2024-06-01 16:00,,0.1,5.5,15,1,121.449239,25.1645,10
林口,新北市,27,,良好,0.1,0.15,42,29,8,3,2.6,2.5,0,2.2,338,2024-06-01 16:00,,0.1,5.4,11,0,121.36548982,25.07798949,9
菜寮,新北市,32,,良好,0.6,0.24,31.6,27.2,13,8,9.6,11.3,1.7,2.1,282,2024-06-01 16:00,,0.2,9.8,17,1,121.481028,25.06895,8
新莊,新北市,31,,良好,0.4,0.18,29.7,27.9,10,9,8.1,10.2,2.1,1.6,21,2024-06-01 16:00,,0.1,9.4,16,0,121.4325,25.037972,7
板橋,新北市,29,,良好,0.9,0.27,28.3,28.8,20,8,10.2,12.3,2,2.6,317,2024-06-01 16:00,,0.3,9,20,0,121.458667,25.012972,6
土城,新北市,44,,良好,0,0.22,27.7,28.7,20,10,7.4,8,0.5,2.1,303,2024-06-01 16:00,,0.2,13.4,24,0,121.451861,24.982528,5
新店,新北市,41,,良好,0.4,0.24,23.4,28.6,23,13,10.9,12.8,1.8,0.3,163,2024-06-01 16:00,,0.3,12.7,22,0,121.537778,24.977222,4
萬里,新北市,28,,良好,0.1,0.17,39.4,30.8,20,7,3.5,4.7,1.1,2.3,2,2024-06-01 16:00,,0.1,4.7,19,0,121.689881,25.179667,3
汐止,新北市,35,,良好,0.4,0.19,26.4,27.4,15,10,11,12.9,1.8,0.9,249,2024-06-01 16:00,,0.2,10.9,21,0,121.64081,25.06624,2
基隆,基隆市,24,,良好,0.7,0.18,36.5,26.4,13,7,3.5,4.3,0.8,0.7,50,2024-06-01 16:00,,0.1,6.5,19,0,121.760056,25.129167,1
屏東(枋山),屏東縣,49,,良好,0.1,0.07,30.7,30.5,57,9,0.2,0.2,0,2.4,277,2024-06-01 15:00,,0,7.7,49,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,18,,良好,0.5,0.2,17.1,19.2,11,6,7.3,9.1,1.7,0.2,18,2024-06-01 15:00,,0.2,4.8,12,0,120.65525382,24.39017512,312
新北(樹林),新北市,48,,良好,0.6,0.21,18.7,14.5,17,14,7.5,8.7,1.2,0.5,10,2024-06-01 15:00,,0.3,14.9,23,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,33,,良好,0.7,0.08,21.9,23.0,18,10,1.1,2,0.8,0.3,110,2024-06-01 15:00,,0,10.2,20,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,20,,良好,,0.12,13,16.6,19,5,5.2,8.9,3.7,0.2,160,2024-06-01 15:00,,0.2,6.2,20,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,17,,良好,0.3,0.1,13,15.5,13,3,2.3,5.3,3,1.6,213,2024-06-01 15:00,,0.2,5.3,15,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,31,,良好,1.6,0.21,10.4,20.2,17,14,9.1,13.5,4.3,0.8,345,2024-06-01 15:00,,0.2,9.6,22,1,120.56373,23.96117,201
大城,彰化縣,19,,良好,0.7,0.04,12.6,16.6,13,4,3.4,5.3,1.9,1.7,230,2024-06-01 15:00,,0.1,5.3,19,1,120.26964167,23.85493056,85
富貴角,新北市,32,,良好,0.2,0.12,48.3,35.1,22,8,1,1.1,0.1,4.3,355,2024-06-01 15:00,,0,9.4,22,0,121.53656894,25.29681695,84
麥寮,雲林縣,22,,良好,0.9,0.11,11.2,16.8,18,2,3.6,4.8,1.1,1.1,247,2024-06-01 15:00,,0.1,6.8,21,1,120.251825,23.753506,83
關山,臺東縣,25,,良好,0.8,0.12,28.9,27.3,15,4,2.6,3,0.3,1.5,220,2024-06-01 15:00,,0.1,3,14,0,121.161933,23.045083,80
馬公,澎湖縣,19,,良好,0.8,0.13,28.7,20.6,10,3,5.7,6.9,1.2,1,151,2024-06-01 15:00,,0.1,4,10,0,119.566158,23.569031,78
金門,金門縣,12,,良好,0.2,0.1,22.6,13.8,10,4,4.6,6.8,2.1,1.1,150,2024-06-01 15:00,,0.1,3.4,4,0,118.312256,24.432133,77
馬祖,連江縣,77,臭氧八小時,普通,0.5,0.14,66.1,63.4,8,4,1.8,2.3,0.4,1.7,331,2024-06-01 15:00,,0.1,2.6,9,0,119.93149378,26.15188416,75
埔里,南投縣,26,,良好,1.2,0.19,32.7,23.3,21,12,2.3,3.7,1.4,2.4,343,2024-06-01 15:00,,0.1,7.9,20,0,120.967903,23.968842,72
復興,高雄市,22,,良好,0.8,0.13,17.3,15.4,14,6,4.5,6.7,2.2,1.2,284,2024-06-01 15:00,,0.2,6.8,18,2,120.312017,22.608711,71
永和,新北市,38,,良好,1.2,0.43,19.5,19.4,12,12,13.5,18.1,4.6,2.3,286,2024-06-01 15:00,,0.7,11.8,19,0,121.516306,25.017,70
竹山,南投縣,25,,良好,1.2,0.12,16,27.1,23,9,5.3,6.6,1.3,1.1,6,2024-06-01 15:00,,0.1,7.7,21,0,120.677306,23.756389,69
中壢,桃園市,29,,良好,0.2,0.38,23.4,15.4,17,6,11.4,25.1,13.7,1.3,52,2024-06-01 15:00,,0.5,8.9,19,1,121.221667,24.953278,68
三重,新北市,43,,良好,1.4,0.85,11.2,12.4,23,11,26,62.9,36.9,-,-,2024-06-01 15:00,,0.7,11.8,27,1,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0.6,0.18,33.7,23.0,21,9,7.1,10.6,3.5,2.4,55,2024-06-01 15:00,,0.2,9.7,27,0,121.792928,24.632203,66
宜蘭,宜蘭縣,27,,良好,2,0.22,35.7,29.6,35,11,8.8,10.3,1.5,2,132,2024-06-01 15:00,,0.2,7.1,23,1,121.746394,24.747917,65
陽明,臺北市,22,,良好,0.6,0.12,29.5,24.0,8,4,1.5,2.2,0.6,2.7,10,2024-06-01 15:00,,0.1,4.2,11,0,121.529583,25.182722,64
花蓮,花蓮縣,26,,良好,0.4,0.18,31,28.4,,2,3.2,3.8,0.5,1.3,15,2024-06-01 15:00,,0.2,4.5,,0,121.599769,23.971306,63
臺東,臺東縣,29,,良好,0.2,0.13,30.9,31.3,15,4,3.1,4.3,1.1,1.6,29,2024-06-01 15:00,,0.1,4.4,15,0,121.15045,22.755358,62
恆春,屏東縣,24,,良好,0.7,0.07,22.8,26.3,14,5,0.4,0.9,0.5,2.4,273,2024-06-01 15:00,,0,6,14,0,120.788928,21.958069,61
潮州,屏東縣,17,,良好,0.8,0.06,19.5,18.9,16,2,2,3.7,1.7,2.8,257,2024-06-01 15:00,,0,2.7,16,1,120.561175,22.523108,60
屏東,屏東縣,24,,良好,3.3,0.26,31.3,26.4,25,7,5,6.5,1.5,2,243,2024-06-01 15:00,,0.2,5.8,23,1,120.488033,22.673081,59
小港,高雄市,31,,良好,2,0.13,16,14.8,16,12,8,12.3,4.3,2,263,2024-06-01 15:00,,0.1,9.5,14,2,120.337736,22.565833,58
前鎮,高雄市,17,,良好,1.1,0.13,17.2,15.5,18,3,4.9,8.2,3.3,1.7,198,2024-06-01 15:00,,0.2,5,17,2,120.30833356,22.6044507,57
前金,高雄市,19,,良好,0.5,0.11,19.5,16.9,9,4,3.7,5.2,1.5,2.4,198,2024-06-01 15:00,,0.1,3.3,19,1,120.28676111,22.63390278,56
左營,高雄市,26,,良好,0.9,0.12,17.7,17.2,16,6,4,5.6,1.6,1.8,253,2024-06-01 15:00,,0.2,7.9,16,1,120.292917,22.674861,54
楠梓,高雄市,24,,良好,0.8,0.11,20.2,19.8,18,3,5.6,7.5,1.8,1.3,286,2024-06-01 15:00,,0.2,7.3,23,1,120.328289,22.733667,53
林園,高雄市,34,,良好,1.2,0.1,27.3,24.5,29,13,0.7,1.9,1.2,1.9,228,2024-06-01 15:00,,0.1,8.2,34,1,120.41175,22.4795,52
大寮,高雄市,22,,良好,0.4,0.1,19.9,19.1,15,5,2.8,3.8,0.9,1.9,242,2024-06-01 15:00,,0.1,6.7,19,1,120.425311,22.56413611,51
鳳山,高雄市,17,,良好,0.8,0.28,13.8,16.2,13,6,8.1,14,5.8,1,288,2024-06-01 15:00,,0.3,3.9,17,1,120.357422,22.628126,50
仁武,高雄市,24,,良好,0.2,0.13,21.5,21.1,13,9,4.8,7.5,2.6,2.6,242,2024-06-01 15:00,,0.1,7.3,13,0,120.332631,22.689056,49
橋頭,高雄市,19,,良好,0.8,0.08,17.6,19.3,20,5,3.7,6,2.2,3.7,247,2024-06-01 15:00,,0.1,5.8,16,1,120.305689,22.757506,48
美濃,高雄市,31,,良好,0.8,0.12,37.2,34,18,4,2.7,3.5,0.8,1.4,272,2024-06-01 15:00,,0.1,4.6,20,0,120.530542,22.883583,47
臺南,臺南市,31,,良好,2.1,0.12,15.3,19.0,14,11,4.4,6.8,2.4,1.7,209,2024-06-01 15:00,,0.2,9.4,19,1,120.21947897,22.98928311,46
安南,臺南市,30,,良好,0.9,0.15,17,19.8,15,9,4.3,7,2.6,1.6,181,2024-06-01 15:00,,0.2,9.3,19,1,120.2175,23.048197,45
善化,臺南市,30,,良好,0.5,0.08,18.7,25.6,15,9,2.9,4.3,1.4,2,206,2024-06-01 15:00,,0.1,9.2,16,0,120.29740529,23.11337642,44
新營,臺南市,21,,良好,0.9,0.14,16.3,23.3,14,5,4.3,7,2.6,1.6,249,2024-06-01 15:00,,0.2,4,18,1,120.31725,23.305633,43
嘉義,嘉義市,24,,良好,1.7,0.12,16.1,26.9,19,5,4.2,5.9,1.7,3,241,2024-06-01 15:00,,0.1,4.3,18,1,120.44125148,23.46477865,42
臺西,雲林縣,22,,良好,0.6,0.11,12.8,17.3,18,6,4.4,5.7,1.2,1.5,213,2024-06-01 15:00,,0.1,6.3,22,1,120.19933333,23.702175,41
朴子,嘉義縣,21,,良好,0.8,0.18,11.5,17.0,18,7,4.9,7.7,2.7,1,227,2024-06-01 15:00,,0.2,3.5,21,1,120.2478,23.46538,40
新港,嘉義縣,32,,良好,1.4,0.1,16.7,23.7,21,12,2.9,4.6,1.6,1.6,244,2024-06-01 15:00,,0.1,9.9,23,1,120.345531,23.554839,39
崙背,雲林縣,30,,良好,0.3,0.1,8.3,16.8,17,10,1.7,2.6,0.9,1,264,2024-06-01 15:00,,0.1,9.2,21,0,120.348742,23.757547,38
斗六,雲林縣,25,,良好,1,0.12,11.5,24.6,19,7,3.8,5.8,2,0.3,138,2024-06-01 15:00,,0.2,7.6,19,1,120.544994,23.711853,37
南投,南投縣,24,,良好,0.7,0.22,12.1,23.4,19,7,11.5,15.3,3.7,1.1,34,2024-06-01 15:00,,0.2,7.3,24,0,120.685306,23.913,36
二林,彰化縣,39,,良好,0.8,0.11,7.6,17.6,18,10,8.3,10.9,2.5,0.9,282,2024-06-01 15:00,,0.1,12,25,0,120.409653,23.925175,35
線西,彰化縣,20,,良好,0.7,0.09,17.1,18.2,20,5,4.3,6.6,2.2,0.4,83,2024-06-01 15:00,,0.1,4.2,20,1,120.469061,24.131672,34
彰化,彰化縣,18,,良好,0.6,0.11,15,19.8,12,4,6.1,8.2,2.1,0.4,158,2024-06-01 15:00,,0.1,5.5,16,0,120.541519,24.066,33
西屯,臺中市,26,,良好,1.3,0.11,13.3,17.7,20,8,5.5,8.3,2.8,0.6,104,2024-06-01 15:00,,0.1,8.1,20,1,120.616917,24.162197,32
忠明,臺中市,19,,良好,0.8,0.16,12.3,16.5,12,3,6,8.7,2.7,0.3,8,2024-06-01 15:00,,0.2,5.4,19,1,120.641092,24.151958,31
大里,臺中市,23,,良好,1.1,0.18,14,20.3,10,6,7.8,9,1.1,0.7,87,2024-06-01 15:00,,0.2,7,15,1,120.67844444,24.09961111,30
沙鹿,臺中市,26,,良好,0.3,0.14,14.6,17.8,18,6,6.6,8.4,1.7,1.3,170,2024-06-01 15:00,,0.2,8.1,20,0,120.568794,24.225628,29
